,ID,STATION_NAME,RIVER_BASIN,COUNTY,LONGITUDE,LATITUDE,ELEVATION,OPERATOR
0,6SI,TULARE PRECIPITATION INDEX,TULARE LAKE,TULARE,-118.702,36.288,0,CA Dept of Water Resources/Snow Surveys
1,8SI,NORTHERN SIERRA 8-STATION PRECIP INDEX,SACRAMENTO R,PLUMAS,-120.9,39.9,0,CA Dept of Water Resources/Flood Management
2,ADR,AUBURN DAM RIDGE,AMERICAN R,PLACER,-121.045,38.882,1200,US Bureau of Reclamation
3,ADS,ALDER SPRINGS NEAR ELK CREEK,STONY CR,GLENN,-122.725,39.65,4500,US Forest Service
4,AGW,A.G. WISHON (PG&E),SAN JOAQUIN R,MERCED,-119.505,37.151,1000,Pacific Gas & Electric
5,ALS,ALDER SPRINGS (USACE),STONY CR,GLENN,-122.725,39.65,4500,US Army Corps of Engineers
6,ALT,ALTURAS RS,PIT R,MODOC,-120.55,41.5,4400,US Forest Service
7,ALY,ALLEGHANY,YUBA R,SIERRA,-120.875,39.47,4957,CA Dept of Water Resources/Operations and Maintenance
8,ANG,ANGWIN,NAPA R,NAPA,-122.4332,38.5712,1815,CA Dept of Water Resources/Flood Management
9,ANT,ANTELOPE LAKE,FEATHER R,PLUMAS,-120.607,40.18,4960,CA Dept of Water Resources/O&M Oroville Field Division
10,ANU,ARGONAUT DAM CA ARB RAWS,MOKELUMNE R,AMADOR,-120.7902,38.3536,1513,CA Air Resources Board
11,API,ALPINE,SAN DIEGO R,SAN DIEGO,-116.739,32.834,2041,US Forest Service
12,ARS,ARROWHEAD SPRINGS HOTEL,LYTLE CR,SAN BERNARDINO,-117.264,34.184,2000,.None Specified
13,ARW,ARDEN WAY,AMERICAN R,SACRAMENTO,-121.413,38.596,35,Sacramento County
14,ARY,ARROYO SECO,SALINAS R,MONTEREY,-121.488,36.23,980,US Forest Service
15,ASM,ASH MOUNTAIN,KAWEAH R,TULARE,-118.833,36.483,1708,Sequoia and Kings Canyon National Parks
16,ATL,ATLAS PEAK,NAPA R,NAPA,-122.248333,38.428333,1660,CA Dept of Water Resources/Flood Management
17,ATW,ATWELL CAMP,KAWEAH R,TULARE,-118.631,36.464,6400,US Army Corps of Engineers
18,BAL,BALCH PH (PG&E),KINGS R,FRESNO,-119.089,36.909,1720,Pacific Gas & Electric
19,BAP,BYRON AIRPORT,DELTA,CONTRA COSTA,-121.6225,37.8306,43,Contra Costa County
20,BAR,BEAR,MERCED R,MARIPOSA,-120.217,37.367,319,US Army Corps of Engineers
21,BCH,BEACH MEADOWS,KERN R,TULARE,-118.293457,36.126095,7650,CA Dept of Water Resources/Snow Surveys
22,BCM,BRUSH CREEK (DWR-2),FEATHER R,BUTTE,-121.34,39.694,3560,CA Dept of Water Resources
23,BCR,BRUSH CREEK RS,FEATHER R,BUTTE,-121.34,39.69,3520,US Forest Service
24,BDC,BOULDER CREEK,SAN LORENZO R,SANTA CRUZ,-122.163,37.142,800,Santa Cruz County
25,BDD,BIG DALTON DAM,SAN GABRIEL R,LOS ANGELES,-117.808,34.17,1587,.None Specified
26,BDM,BALD MOUNTAIN (USBR),SAN JOAQUIN R,FRESNO,-119.4,37.067,4720,US Bureau of Reclamation
27,BDY,BRANDY CREEK,SACTO VLY NE,SHASTA,-122.567,40.617,1300,US Bureau of Reclamation
28,BER,BERRYESSA,PUTAH CR,NAPA,-122.104,38.513,456,US Bureau of Reclamation
29,BFK,BAKERSFIELD AIRPORT,TULARE LAKE,KERN,-119.054,35.434,494,National Weather Service
30,BFL,BIG FLAT,TRINITY R,TRINITY,-122.942,41.08,5100,US Bureau of Reclamation
31,BGB,BIG BAR,TRINITY R,TRINITY,-123.2,40.733,1270,US Forest Service
32,BGC,BIG CREEK 1,SAN JOAQUIN R,FRESNO,-119.24,37.205,4878,"Southern California Edison Company, Big Creek"
33,BGR,BANGOR,YUBA R,BUTTE,-121.386246,39.38073,800,CAL FIRE
34,BGV,BRIDGEVILLE,VAN DUZEN R,HUMBOLDT,-123.792,40.474,646,CA Dept of Water Resources/Flood Management
35,BHL,BEVERLY HILLS,LOS ANGELES R,LOS ANGELES,-118.42,34.125,1260,Los Angeles County Fire Dept
36,BIM,BIG MEADOWS (DWR),KINGS R,TULARE,-118.84343,36.715365999999996,7600,CA Dept of Water Resources/Snow Surveys
37,BKL,BUCKS LAKE,FEATHER R,PLUMAS,-121.242,39.85,5750,CA Dept of Water Resources/Operations and Maintenance
38,BKM,BUCK MEADOWS,TUOLUMNE R,TUOLUMNE,-120.0975,37.8233,3200,Hetch Hetchy Water and Power
39,BKP,BUCKS CREEK PH,FEATHER R,PLUMAS,-121.333,39.917,1760,Pacific Gas & Electric
40,BL2,BLUE CANYON #2 (ETI),AMERICAN R,PLACER,-120.7,39.283,5280,CA Dept of Water Resources
41,BLA,BLACKS MOUNTAIN,PIT R,LASSEN,-121.199722,40.769836,7050,CA Dept of Water Resources/Snow Surveys
42,BLB,BLACK BUTTE,STONY CR,TEHAMA,-122.329,39.808,426,US Army Corps of Engineers
43,BLC,BLUE CANYON,AMERICAN R,PLACER,-120.70871000000001,39.28011,5280,US Bureau of Reclamation
44,BLD,BLOODS CREEK,STANISLAUS R,ALPINE,-120.033,38.45,7200,US Bureau of Reclamation
45,BLH,BALCH PH,KINGS R,FRESNO,-119.083,36.917,1720,Pacific Gas & Electric
46,BLM,BLACK MOUNTAIN,SALINAS R,SAN LUIS OBISPO,-120.353,35.395,3625,CA Dept of Water Resources/Flood Management
47,BLN,BEN LOMOND,SAN LORENZO R,SANTA CRUZ,-122.075,37.093,365,Santa Cruz County
48,BLO,BEN LOMOND (CDF),SAN LORENZO R,SANTA CRUZ,-122.17,37.132,2630,CAL FIRE
49,BLS,BLACK SPRINGS,STANISLAUS R,CALAVERAS,-120.192,38.375,6500,US Bureau of Reclamation
50,BMH,BOGGS MT PRECIP AT HOBERGS,CACHE CR,LAKE,-122.7111,38.8389,3550,US Geological Survey
51,BMI,BEAR CYN RD PRECIP NR MIDDLETOWN,PUTAH CR,LAKE,-122.6808,38.7639,2220,US Geological Survey
52,BNK,BONANZA KING,TRINITY R,TRINITY,-122.628,41.083,6450,US Bureau of Reclamation
53,BNR,BUNNING RANCH,FRESNO R,MARIPOSA,-119.89,37.3678,1520,US Army Corps of Engineers
54,BNY,BURNS CANYON,WHITEWATER R,SAN BERNARDINO,-116.6217,34.208,6000,CAL FIRE
55,BOL,BOWMAN LAKE,YUBA R,NEVADA,-120.6536,39.4481,5390,CA Dept of Water Resources/Flood Management
56,BPT,BRIDGEPORT,WALKER R,MONO,-119.289,38.272,6650,US Forest Service
57,BRA,SALINAS RIVER NEAR BRADLEY,SALINAS R,MONTEREY,-120.86878999999999,35.930244,443,USGS and DWR
58,BRC,BEAR CREEK NEAR LODI,SAN JOAQUIN R,SAN JOAQUIN,-121.211,38.074,60,San Joaquin County
59,BRD,BEARDSLEY LAKE,STANISLAUS R,TUOLUMNE,-120.075,38.203,3398,Oakdale South San Joaquin Irrigation District
60,BRE,BEAR R AT ROLLINS RESERVOIR,BEAR R,PLACER,-120.953,39.133,1945,"Pacific Gas and Electric Company, Auburn"
61,BRI,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,VAN DUZEN R,HUMBOLDT,-123.890877,40.480415,358,USGS and DWR
62,BRM,BEAR TRAP MEADOW,KAWEAH R,TULARE,-118.858,36.676,6800,US Army Corps of Engineers
63,BRS,BRUSH CREEK (DWR),FEATHER R,BUTTE,-121.339,39.692,3560,CA Dept of Water Resources/Operations and Maintenance
64,BRY,SACRAMENTO RIVER AT BRYTE,SACRAMENTO R,YOLO,-121.533,38.602,30,CA Dept of Water Resources
65,BSG,BARKER SLOUGH,DELTA,SOLANO,-121.934448,38.32,83,Solano County Water Agency
66,BTR,BATTLE RIDGE,SACTO VLY NE,TEHAMA,-121.75,40.333,3400,US Bureau of Reclamation
67,BUC,BUCHANAN DAM,CHOWCHILLA R,MADERA,-119.97,37.213,450,US Army Corps of Engineers
68,BUD,BULLARDS BAR,YUBA R,YUBA,-121.1439,39.3963,2100,Yuba County Water Agency
69,BUL,NEW BULLARDS BAR,YUBA R,YUBA,-121.14,39.393,1965,Yuba County Water Agency
70,BUP,BUCKS CREEK POWERHOUSE,FEATHER R,PLUMAS,-121.333,39.917,1760,Pacific Gas & Electric
71,BUR,BURNS CREEK DAM,MERCED R,MERCED,-120.275,37.377,319,US Army Corps of Engineers
72,BVA,BROWNS VALLEY (CIMIS 84),YUBA R,YUBA,-121.31567,39.252561,940,CA Dept of Water Resources/North Central Region Office
73,BYM,BLUE CANYON (DWR-2),AMERICAN R,PLACER,-120.7,39.283,5280,CA Dept of Water Resources
74,CAG,CAMP ANGELUS,SANTA ANA R,SAN BERNARDINO,-116.978,34.15,5780,.None Specified
75,CAM,CAMPTONVILLE (DWR),YUBA R,YUBA,-121.049,39.451,2755,CA Dept of Water Resources/Operations and Maintenance
76,CAP,CAPLES LAKE,AMERICAN R,ALPINE,-120.042,38.71,8000,US Bureau of Reclamation
77,CAU,CAHUILLA,COLORADO R,IMPERIAL,-115.174,32.974,278,US Bureau of Land Management
78,CBO,CARIBOU PH,FEATHER R,PLUMAS,-121.15,40.085,2986,Pacific Gas & Electric
79,CBT,CRABTREE MEADOW,KERN R,TULARE,-118.347946,36.563683000000005,10700,CA Dept of Water Resources/Snow Surveys
80,CCE,COW CREEK (USBR),SACTO VLY NE,SHASTA,-121.853,40.603,2840,US Bureau of Reclamation
81,CCH,CACHUMA LAKE,SANTA YNEZ R,SANTA BARBARA,-119.98,34.583,781,US Bureau of Reclamation
82,CCT,CALAVERAS COTTAGE,ALAMEDA CR,SANTA CLARA,-121.82078500000001,37.488321,822,San Francisco PUC
83,CFF,COFFEE CREEK RANGER STATION,TRINITY R,TRINITY,-122.7086,41.0894,2503,CA Dept of Water Resources/Flood Management
84,CFR,COFFEE RIDGE,TRINITY R,TRINITY,-122.717,41.083,3040,US Bureau of Reclamation
85,CFW,BEAR RIVER AT CAMP FAR WEST DAM,BEAR R,YUBA,-121.317,39.05,260,CA Dept of Water Resources/Flood Management
86,CGR,CEDAR GROVE,KINGS R,TULARE,-118.659,36.788,4720,National Park Service
87,CGT,COLGATE PH,YUBA R,YUBA,-121.19,39.3308,600,CA Dept of Water Resources/Flood Management
88,CHE,CHEESEBORO,VENTURA LA COASTAL,VENTURA,-118.7172,34.1847,1650,National Park Service
89,CHG,CHICAGO,AMERICAN R,SACRAMENTO,-121.254,38.652,210,Sacramento County
90,CHI,CHICO,BUTTE CR,BUTTE,-121.783,39.712,230,CAL FIRE
91,CHL,CHALLENGE RANGER STATION,YUBA R,YUBA,-121.217,39.483,3200,US Forest Service
92,CHM,CHILKOOT MEADOW,SAN JOAQUIN R,MADERA,-119.49,37.41,7150,US Bureau of Reclamation
93,CHP,CHAGOOPA PLATEAU,KERN R,TULARE,-118.446716,36.497143,10300,CA Dept of Water Resources/Snow Surveys
94,CHS,CHESTER,FEATHER R,PLUMAS,-121.233,40.283,4525,US Forest Service
95,CHT,PAJARO RIVER AT CHITTENDEN,PAJARO R,SANTA CRUZ,-121.597725,36.90023,82,USGS and DWR
96,CHV,CHERRY VALLEY DAM,TUOLUMNE R,TUOLUMNE,-119.917,37.967,4765,Hetch Hetchy Water and Power
97,CKC,CITY CREEK RANGER STATION,SANTA ANA R,SAN BERNARDINO,-117.181,34.186,2610,.None Specified
98,CKR,COOK RANCH,CALAVERAS R,SAN JOAQUIN,-120.946,38.016,325,San Joaquin County
99,CLE,TRINITY LAKE,TRINITY R,TRINITY,-122.762,40.801,2370,US Bureau of Reclamation
100,CLF,COLFAX,AMERICAN R,PLACER,-120.951,39.122,2400,National Weather Service
101,CLG,COLGATE PH,YUBA R,YUBA,-121.183,39.333,600,Pacific Gas & Electric
102,CLH,CLEAR LK HIGHLANDS (OBS),SACTO VLY WEST,LAKE,-122.6,38.9,1340,National Weather Service
103,CLO,COVELO,EEL R,MENDOCINO,-123.08319099999999,39.826111,1487,CA Dept of Water Resources/Flood Management
104,CLR,CLEAR CREEK,SACTO VLY NE,SHASTA,-122.667,40.639,3300,US Bureau of Reclamation
105,CLV,RUSSIAN RIVER AT CLOVERDALE,RUSSIAN R,MENDOCINO,-123.05361200000002,38.879349,107,CA Dept of Water Resources/Flood Management
106,CMK,N FK CALAVERAS R NR MOKELUMNE HILL,CALAVERAS R,CALAVERAS,-120.6701,38.2819,920,US Geological Survey
107,CMV,CAMPTONVILLE RS (USFS),YUBA R,YUBA,-121.045,39.455,2503,US Forest Service
108,CNY,CANYON DAM,FEATHER R,PLUMAS,-121.083,40.167,4560,Pacific Gas & Electric
109,COY,COYOTE (LAKE MENDOCINO),RUSSIAN R,MENDOCINO,-123.186,39.197,720,US Army Corps of Engineers
110,CPS,CAMP SECO RAWS,CALAVERAS R,CALAVERAS,-120.866386,38.22361,399,US Bureau of Land Management
111,CPT,CAPLES (TWIN) LAKE,AMERICAN R,ALPINE,-120.033,38.7,8000,National Weather Service
112,CRI,CAHILL RIDGE,SAN MATEO CREEK,SAN MATEO,-122.374,37.5102,1044,San Francisco PUC
113,CRL,CHARLOTTE LAKE,KINGS R,FRESNO,-118.42601,36.77752,10400,CA Dept of Water Resources/Snow Surveys
114,CRR,CRANE VALLEY RESERVOIR (PG&E),SAN JOAQUIN R,MADERA,-119.526,37.291,3400,Pacific Gas & Electric
115,CRV,CRANE VALLEY PH,SAN JOAQUIN R,MADERA,-119.53,37.29,3400,Pacific Gas & Electric
116,CSC,CRYSTAL SPRINGS COTTAGE,SAN MATEO CREEK,SAN MATEO,-122.329,37.496,343,San Francisco PUC
117,CSH,CASHMAN,FEATHER R,PLUMAS,-120.916,40.0019,4520,National Park Service
118,CSL,CENT SIERRA SNOW LAB,YUBA R,NEVADA,-120.367,39.325,6900,Natural Resources Conservation Service
119,CSP,CHALK PLANT NR NEW SAN PEDRO,TUOLUMNE R,TUOLUMNE,-120.542367,37.808183,0,San Francisco County
120,CSU,CALIFORNIA STATE UNIV AT SACRAMENTO,AMERICAN R,SACRAMENTO,-121.416,38.555,25,National Weather Service
121,CTL,CRESTLINE,MOJAVE R,SAN BERNARDINO,-117.265,34.272,4650,.None Specified
122,CTN,COTTONWOOD CREEK NEAR BEEGUM,COTTONWOOD CR,TEHAMA,-122.881,40.317,3400,US Bureau of Reclamation
123,CVM,CHERRY VALLEY MET STATION,TUOLUMNE R,TUOLUMNE,-119.916,37.97466,4770,City and County of San Francisco PUC
124,CVS,CALAVERAS RANGER STATION,STANISLAUS R,CALAVERAS,-120.36755,38.19661,3360,US Bureau of Reclamation
125,CVT,CALAVERAS BIG TREES,STANISLAUS R,CALAVERAS,-120.317,38.283,4695,National Weather Service
126,CWD,COTTONWOOD LAKES,OWENS R,INYO,-118.177551,36.483826,10150,CA Dept of Water Resources/Snow Surveys
127,CYW,COUNTY LINE RAWS NR WILBUR SPRINGS,CACHE CR,COLUSA,-122.4119,39.0189,2085,US Bureau of Land Management
128,DAV,LAKE DAVIS (DWR),FEATHER R,PLUMAS,-120.467,39.883,5768,CA Dept of Water Resources/O&M Oroville Field Division
129,DBF,DUBLIN-SAN RAMON FIRE HOUSE,EAST BAY,CONTRA COSTA,-121.927,37.732,355,Contra Costa County
130,DCC,DRY CREEK NEAR COULTERVILLE,MERCED R,MARIPOSA,-120.312,37.654,728,Merced Irrigation District
131,DDL,DUDLEYS (MCDIARMID FIRE STATION),MERCED R,MARIPOSA,-120.09613999999999,37.720909999999996,3000,CA Dept of Water Resources/Flood Management
132,DDM,DEADMAN CREEK,STANISLAUS R,TUOLUMNE,-119.65411399999999,38.331596000000005,9250,CA Dept of Water Resources/Flood Management
133,DDW,DIDDY WELLS,SACTO VLY NE,SHASTA,-122.1,40.7,1300,US Bureau of Reclamation
134,DEC,DEER CREEK DAM,LYTLE CR,SAN BERNARDINO,-117.502,34.169,2320,.None Specified
135,DES,DE SABLA (DWR),BUTTE CR,BUTTE,-121.61,39.872,2710,CA Dept of Water Resources/Operations and Maintenance
136,DEV,DEVORE,LYTLE CR,SAN BERNARDINO,-117.40444199999999,34.221111,2070,CAL FIRE
137,DKY,DINKEY,KINGS R,FRESNO,-119.03943999999998,37.066390000000006,5668,US Forest Service
138,DLP,DIAMOND LN PRECIP NR GLENCOE,MOKELUMNE R,CALAVERAS,-120.61837,38.34315,2140,US Geological Survey
139,DMF,DRUM PH FOREBAY,YUBA R,PLACER,-120.75,39.25,4750,Pacific Gas & Electric
140,DNM,DUNSMUIR TREATMENT PLANT,SACRAMENTO R,SISKIYOU,-122.267,41.2,2170,National Weather Service
141,DNN,DONNER LAKE (DWR),TRUCKEE R,NEVADA,-120.25,39.333,5945,US Geological Survey
142,DNP,DON PEDRO RESERVOIR,TUOLUMNE R,TUOLUMNE,-120.421,37.702,830,USGS/USACE
143,DNV,DOWNIEVILLE,YUBA R,SIERRA,-120.8292,39.5586,2920,CA Dept of Water Resources/Flood Management
144,DOY,DOYLE CROSSING,FEATHER R,PLUMAS,-120.483,40.1192,5670,CA Dept of Water Resources/North Region Office
145,DPH,DRUM POWER HOUSE,BEAR R,PLACER,-120.767,39.264,3400,Pacific Gas & Electric
146,DPW,DON PEDRO RESERVOIR WEATHER,TUOLUMNE R,TUOLUMNE,-120.41771200000001,37.70028,830,Turlock Irrigation District
147,DRC,DEER CK FOREBAY (PG&E),YUBA R,NEVADA,-120.825,39.3,4455,Pacific Gas & Electric
148,DRF,SMITH RIVER AT DR FINE BRIDGE,SMITH R,DEL NORTE,-124.133,41.883,63,USGS and DWR
149,DSB,DE SABLA (PG&E),BUTTE CR,BUTTE,-121.617,39.867,2710,Pacific Gas & Electric
150,DSC,DESCANSO,SAN DIEGO R,SAN DIEGO,-116.622,32.857,3480,US Forest Service
151,DTV,DEATH VALLEY,AMARGOSA R,INYO,-116.867,36.467,-194,National Weather Service
